date,rarity,item_type,name,cost
2023-05-10,rare,outfit,*Depth Dealer*,1200
2023-05-10,rare,pickaxe,*Fish Kabob*,800
2023-05-10,rare,pickaxe,*Dragon Axe*,800
2023-05-10,uncommon,pickaxe,*Bullet Slash*,500
2023-05-10,rare,pickaxe,*Spectre*,800
2023-05-10,rare,wrap,*Stargazer*,500
2023-05-10,rare,outfit,*Midnight Ops*,1200
2023-05-10,uncommon,outfit,*Snakepit*,800
2023-05-10,rare,pickaxe,*Piledriver*,800
2023-05-10,legendary,outfit,*Deadeye*,2000
2023-05-10,uncommon,outfit,*Par Patroller*,800
2023-05-10,rare,outfit,*Guff*,1200
2023-05-10,rare,outfit,*Masked Fury*,1200
2023-05-10,rare,outfit,*Haze*,1200
2023-05-10,rare,pickaxe,*Spectral Scythe*,800
2023-05-10,rare,outfit,*Dynamo*,1200
2023-05-10,rare,bundle,*Lucha (Bundle)*,2200
2023-05-10,rare,pickaxe,*Regal Floof*,800
2023-05-10,rare,backpack,*Guffie Stuffie*,400
2023-05-10,rare,glider,*Libre*,800
2023-05-10,epic,outfit,*Grimoire*,1500
2023-05-10,rare,wrap,*Dead Wave*,500
2023-05-10,uncommon,pickaxe,*Starshot*,500
2023-05-10,rare,pickaxe,*Forsaken Strike*,800
2023-05-10,rare,outfit,*Wendell*,1200
2023-05-10,rare,pickaxe,*Swiper Strikers*,800
2023-05-10,uncommon,emote,*Champion's Celebration*,300
2023-05-10,rare,emote,*Infectious*,500
2023-05-10,uncommon,emote,*Focused*,200
2023-05-10,rare,wrap,*Squared Stream*,500
2023-05-10,uncommon,outfit,*Dominator*,800
2023-05-10,epic,outfit,*Mariana*,1500
2023-05-10,uncommon,pickaxe,*Piña Clobbers*,500
2023-05-10,epic,bundle,*Captain Hypatia's Level Up Quest Pack (Bundle)*,1200
2023-05-10,star_wars,pickaxe,*Fusion Cutter*,500
2023-05-10,star_wars,bundle,*Clone Trooper Wrap Pack (Bundle)*,400
2023-05-10,star_wars,bundle,*Anakin Skywalker (Bundle)*,2100
2023-05-10,star_wars,wrap,*Actis-Class*,300
2023-05-10,star_wars,bundle,*501st & 212th Battalion Trooper Pack (Bundle)*,800
2023-05-10,star_wars,pickaxe,*Royal Naboo Staff*,500
2023-05-10,star_wars,outfit,*Anakin Skywalker*,1500
2023-05-10,star_wars,glider,*Naboo Yacht*,800
2023-05-10,star_wars,outfit,*Padmé Amidala*,1500
2023-05-10,star_wars,bundle,*Padmé Amidala (Bundle)*,2100
2023-05-10,star_wars,glider,*Anakin's Jedi Interceptor*,800
2023-05-10,star_wars,outfit,*Zorii Bliss*,1500
2023-05-10,star_wars,pickaxe,*Vibro-scythe*,800
2023-05-10,star_wars,outfit,*Luke Skywalker*,1500
2023-05-10,star_wars,pickaxe,*Electrostaff*,500
2023-05-10,star_wars,emote,*Traitor!*,300
2023-05-10,star_wars,outfit,*Han Solo*,1500
2023-05-10,star_wars,outfit,*Obi-Wan Kenobi*,1600
2023-05-10,star_wars,outfit,*Sith Trooper*,1500
2023-05-10,star_wars,outfit,*Rey*,1500
2023-05-10,star_wars,bundle,*Rise of Skywalker Pack (Bundle)*,3500
2023-05-10,star_wars,outfit,*Kylo Ren*,1500
2023-05-10,star_wars,pickaxe,*Rey's Quarterstaff*,800
2023-05-10,star_wars,outfit,*Imperial Stormtrooper*,1500
2023-05-10,star_wars,glider,*Boba Fett's Starship*,1200
2023-05-10,star_wars,emote,*This Is The Way*,200
2023-05-10,star_wars,emote,*Dark Side*,200
2023-05-10,star_wars,bundle,*Obi-Wan Kenobi (Bundle)*,2200
2023-05-10,star_wars,pickaxe,*Slugthrower Rifle*,500
2023-05-10,star_wars,outfit,*Finn*,1500
2023-05-10,star_wars,emote,*Resistance Thumbs Up*,200
2023-05-10,star_wars,glider,*Jedi Interceptor*,1200
2023-05-10,star_wars,glider,*Y-Wing*,1200
2023-05-10,star_wars,bundle,*Starfighters (Bundle)*,1800
2023-05-10,star_wars,pickaxe,*Riot Control Baton*,1200
2023-05-10,star_wars,bundle,*Order and Peace (Bundle)*,2000
2023-05-10,star_wars,outfit,*Fennec Shand*,1500
2023-05-10,star_wars,bundle,*Bounty Hunter (Bundle)*,2200
2023-05-10,star_wars,glider,*Vanguard Squadron X-wing*,1200
2023-05-10,star_wars,emote,*Obi-Wan's Message*,200
2023-05-10,star_wars,pickaxe,*Gaffi Stick*,800
2023-05-10,star_wars,emote,*Lil' Speeder Bike*,500
2023-05-10,star_wars,outfit,*Boba Fett*,1500
2023-05-10,star_wars,glider,*Fennec's Ship*,800
2023-05-10,star_wars,outfit,*Leia Organa*,1500
2023-05-10,star_wars,bundle,*Han Solo & Leia Organa (Bundle)*,2500
2023-05-10,star_wars,bundle,*Boba Fett (Bundle)*,2300
2023-05-10,star_wars,glider,*X-34 Landspeeder*,1200
2023-05-10,star_wars,pickaxe,*Vibro-staff*,500
2023-05-10,star_wars,bundle,*Luke Skywalker (Bundle)*,2400
2023-05-10,star_wars,glider,*First Order Tie Fighter*,1200
2023-05-10,star_wars,outfit,*Krrsantan*,1500
2021-10-19,uncommon,wrap,*Faded Cool*,300
2021-10-19,rare,outfit,*Moxie*,1200
2021-10-19,rare,pickaxe,*Clobber Axe*,800
2021-10-19,rare,bundle,*Sica (Bundle)*,2100
2021-10-19,rare,outfit,*Sica*,1200
2021-10-19,legendary,glider,*Cerberus*,1500
2021-10-19,rare,pickaxe,*Arena's Blessing*,800
2021-10-19,rare,outfit,*Guff*,1200
2021-10-19,rare,pickaxe,*Regal Floof*,800
2021-10-19,rare,outfit,*Brainstorm*,1200
2021-10-19,rare,backpack,*Guffie Stuffie*,400
2021-10-19,uncommon,emote,*Brush Your Shoulders*,200
2021-10-19,icon_series,emote,*Blinding Lights*,500
2021-10-19,epic,outfit,*Delirium*,1500
2021-10-19,rare,emote,*Whirlwind*,500
2021-10-19,uncommon,wrap,*Tagged*,300
2021-10-19,uncommon,outfit,*Aspen*,800
2021-10-19,dc,music,*Caped Crusader*,200
2021-10-19,dc,outfit,*Catwoman Zero*,1200
2021-10-19,dc,outfit,*Beast Boy*,1800
2021-10-19,dc,outfit,*Batman Zero*,1500
2021-10-19,dc,pickaxe,*Manta Blades*,800
2021-10-19,dc,backpack,*Harley Quinn's Revenge*,400
2021-10-19,dc,glider,*Deathstroke Destroyer*,800
2021-10-19,dc,bundle,*Harley Quinn (Bundle)*,2000
2021-10-19,dc,pickaxe,*Cat's Claws*,800
2021-10-19,dc,bundle,*Deathstroke Zero (Bundle)*,2000
2021-10-19,dc,bundle,*Catwoman Zero (Bundle)*,1500
2021-10-19,dc,pickaxe,*Grappling Axe*,800
2021-10-19,dc,emote,*Bat Signal*,300
2021-10-19,dc,glider,*Golden Eagle Wings*,1200
2021-10-19,dc,wrap,*Bloodsport Camo*,300
2021-10-19,dc,bundle,*Armored Batman Zero (Bundle)*,2100
2021-10-19,dc,outfit,*Rebirth Harley Quinn*,1200
2021-10-19,dc,outfit,*Harley Quinn*,1500
2021-10-19,dc,outfit,*The Flash*,1500
2021-10-19,dc,bundle,*Bloodsport (Bundle)*,1800
2021-10-19,dc,pickaxe,*BB's Beast Bat*,800
2021-10-19,dc,outfit,*Black Manta*,1500
2021-10-19,dc,outfit,*Deathstroke Zero*,1800
2021-10-19,dc,bundle,*Batman Zero (Bundle)*,2100
2021-10-19,dc,pickaxe,*Punchline*,800
2021-10-19,dc,outfit,*Armored Batman Zero*,1500
2021-10-19,dc,pickaxe,*Athena's Battleaxe*,800
2021-10-19,dc,pickaxe,*Harley Hitter*,800
2021-10-19,dc,emote,*Quick Bite*,400
2021-10-19,dc,bundle,*The Flash (Bundle)*,2200
2021-10-19,dc,pickaxe,*Catwoman's Grappling Claw*,800
2021-10-19,dc,emote,*Whipcrack*,300
2021-10-19,dc,glider,*Batman Zero Wing*,1200
2021-10-19,dc,bundle,*Beast Boy (Bundle)*,2000
2021-10-19,dc,emote,*Martial Arts Master*,300
2021-10-19,dc,pickaxe,*A.R.G.U.S. Sabre*,800
2021-10-19,dc,glider,*Batglider*,1200
2021-10-19,dc,glider,*Batman's Exo-Glider*,1200
2021-10-19,dc,bundle,*Wonder Woman (Bundle)*,2400
2021-10-19,dc,pickaxe,*Speed Force Slashers*,1200
2021-10-19,dc,outfit,*Wonder Woman*,1600
2021-10-19,dc,pickaxe,*Batarang Axe*,500
2021-10-19,dc,outfit,*Bloodsport*,1500
2021-10-19,dc,outfit,*Catwoman Comic Book Outfit*,1500
2021-10-19,dc,bundle,*Batman Gear (Bundle)*,1500
2021-10-19,dc,bundle,*Catwoman (Bundle)*,1800
2021-10-19,rare,outfit,*KAWS Skeleton*,1200
2021-10-19,rare,bundle,*Fatal Finisher (Bundle)*,1200
2021-10-19,rare,bundle,*Midfield Monstrosity (Bundle)*,1200
2021-10-19,epic,outfit,*Skull Trooper*,1500
2021-10-19,rare,bundle,*Crypt Crosser (Bundle)*,1200
2021-10-19,rare,pickaxe,*Reaper*,800
2021-10-19,rare,outfit,*Snuggs*,1200
2021-10-19,uncommon,pickaxe,*Perfect Prop Pickaxe*,500
2021-10-19,rare,wrap,*Snuggs Shine*,500
2021-10-19,rare,bundle,*Putrid Playmaker (Bundle)*,1200
2021-10-19,rare,outfit,*Skull Ranger*,1200
2021-10-19,epic,pickaxe,*Skull Sickle*,1200
2021-10-19,rare,bundle,*Sinister Striker (Bundle)*,1200
2021-10-19,uncommon,outfit,*Brainiac*,800
2021-10-19,rare,bundle,*Decaying Dribbler (Bundle)*,1200
2021-10-19,rare,outfit,*Gummy Fishstick*,1200
2021-10-19,epic,outfit,*Ghoul Trooper*,1500
2021-10-19,rare,wrap,*Toothsome*,500
2021-10-19,epic,glider,*Crypt Cruiser*,1200
2021-10-19,uncommon,pickaxe,*Giant Jelly Sourfish*,500
2021-10-19,rare,bundle,*Burial Threat (Bundle)*,1200
2021-10-19,uncommon,pickaxe,*Snuggle Swiper*,500
2021-10-19,uncommon,wrap,*Ultrasour*,300
2021-10-19,rare,bundle,*Soulless Sweeper (Bundle)*,1200
2021-10-19,rare,backpack,*Grinning Ghoul*,400
2021-10-19,rare,pickaxe,*Gnashers*,800
2021-10-19,epic,outfit,*Big Mouth*,1500
2021-10-19,rare,outfit,*Tricksy*,1200
2021-10-19,rare,outfit,*All-Hallow's Steve*,1200
2021-10-19,rare,bundle,*Tricks and Treats (Bundle)*,2000
2021-12-24,rare,outfit,*Nalia*,1200
2021-12-24,rare,outfit,*Frigid Foregoer*,1200
2021-12-24,rare,bundle,*Arctic Renegades (Bundle)*,1600
2021-12-24,rare,pickaxe,*XO Axes*,800
2021-12-24,rare,outfit,*Wolf*,1200
2021-12-24,uncommon,pickaxe,*Reflex Blades*,500
2021-12-24,rare,outfit,*Siren*,1200
2021-12-24,rare,bundle,*Hit Squad (Bundle)*,2400
2021-12-24,uncommon,emote,*Burpee*,200
2021-12-24,uncommon,emote,*Slow Clap*,200
2021-12-24,rare,outfit,*Kyra*,1200
2021-12-24,rare,outfit,*Blockade Runner*,1200
2021-12-24,uncommon,emote,*Party Hips*,200
2021-12-24,uncommon,backpack,*Sun Sprout*,200
2021-12-24,marvel,pickaxe,*No Way Homerun Hitter*,800
2021-12-24,marvel,outfit,*MJ (No Way Home)*,1500
2021-12-24,marvel,outfit,*Spider-Man (No Way Home)*,1500
2021-12-24,marvel,bundle,*No Way Home (Bundle)*,2300
2021-12-24,uncommon,emote,*Neo's Bullet Time*,300
2021-12-24,uncommon,emote,*Trinity's Kick*,300
2021-12-24,rare,wrap,*Ones and Zeros*,500
2021-12-24,uncommon,bundle,*White Rabbit (Bundle)*,800
2021-12-24,rare,pickaxe,*Brat Catcher*,800
2021-12-24,uncommon,pickaxe,*Cookie Cutter*,500
2021-12-24,rare,wrap,*Frosty Visions*,500
2021-12-24,legendary,outfit,*Krampus*,2000
2021-12-24,rare,glider,*Cozy Coaster*,800
2021-12-24,epic,outfit,*Doggo*,1500
2021-12-24,epic,pickaxe,*Branch Basher*,1200
2021-12-24,rare,outfit,*Gingerbread Raider*,1200
2021-12-24,uncommon,outfit,*Holly Jammer*,800
2021-12-24,uncommon,outfit,*Yuletide Ranger*,800
2021-12-24,rare,pickaxe,*Cold Snap*,800
2021-12-24,epic,emote,*Crackdown*,800
2021-12-24,uncommon,emote,*Party Favor*,300
2021-12-24,rare,pickaxe,*Gingersledge*,800
2021-12-24,uncommon,wrap,*Cozy Holidays*,300
2021-12-24,rare,outfit,*Karve*,1200
2021-12-24,uncommon,outfit,*Nog Ops*,800
2021-12-24,uncommon,wrap,*Candy Cane*,300
2021-12-24,rare,skydive,*Baker's Dozen*,400
2021-12-24,rare,outfit,*Blinky*,1200
2021-12-24,rare,outfit,*Holly Striker*,1200
2021-12-24,uncommon,glider,*Candy Plane*,500
2021-12-24,rare,pickaxe,*Pincushion Punisher*,800
2021-12-24,rare,outfit,*Dolph*,1200
2021-12-24,epic,emote,*Ride Along*,800
2021-12-24,epic,pickaxe,*Holiday Ham*,1200
2021-12-24,uncommon,backpack,*Yule Breakers*,200
2021-12-24,rare,outfit,*Grimbles*,1200
2021-12-24,uncommon,pickaxe,*Candy Cleavers*,500
2021-12-24,uncommon,pickaxe,*Fancy Dandy Canes*,500
2021-12-24,rare,outfit,*Mr. Dappermint*,1200
2021-12-24,epic,outfit,*Merry Marauder*,1500
2021-12-24,legendary,outfit,*Glimmer*,2000
2021-12-24,uncommon,backpack,*Holiday Hydrant*,200
2021-12-24,epic,outfit,*Ginger Gunner*,1500
2021-12-24,rare,outfit,*Reina*,1200
2021-12-24,uncommon,glider,*Tree Topper*,500
2021-12-24,uncommon,emote,*Unwrapped*,200
2021-12-24,uncommon,outfit,*Tinseltoes*,800
2021-12-24,legendary,outfit,*Crackshot*,2000
2021-12-24,epic,outfit,*Slushy Soldier*,1500
2021-12-24,rare,wrap,*Snowcapped*,500
2021-12-24,uncommon,glider,*Winter's Wish*,500
2021-12-24,epic,pickaxe,*Candy Axe*,1500
2021-12-24,rare,outfit,*Frosted Flurry*,1200
2021-12-24,uncommon,outfit,*PJ Patroller*,800
2021-12-24,rare,outfit,*Bundles*,1200
2021-12-24,uncommon,pickaxe,*Tundra Blades*,500
2021-12-24,epic,outfit,*Crackabella*,1500
2021-12-24,epic,outfit,*Yule Trooper*,1500
2021-12-24,rare,pickaxe,*Polar Poleaxe*,800
2021-12-24,rare,bundle,*Reina (Bundle)*,1700
2021-12-24,uncommon,wrap,*Ho Ho Ho*,300
2021-12-24,rare,pickaxe,*Blinky Basher*,800
2021-12-24,rare,glider,*Crystal Carriage*,800
2021-12-24,uncommon,pickaxe,*Icicle*,500
2021-12-24,rare,pickaxe,*Pummel Moose*,800
2021-12-24,rare,pickaxe,*Flurry*,800
2021-12-24,rare,emote,*Ring it on*,500
2021-12-24,rare,pickaxe,*Snow Globe*,800
2021-12-24,rare,outfit,*Snowbell*,1200
2021-12-24,uncommon,outfit,*Cozy Knit Jonesy*,800
2021-12-24,epic,outfit,*Globe Shaker*,1500
2021-12-24,epic,glider,*Krampus' Little Helper*,1200
2021-12-24,rare,outfit,*Red-Nosed Raider*,1200
2021-12-24,rare,outfit,*Fa-La-La-La-Fishstick*,1200
2021-12-24,uncommon,wrap,*Merry Stripe*,300
2021-12-24,uncommon,pickaxe,*Ol' Chopper*,500
2021-12-24,uncommon,outfit,*Cozy Commander*,800
2021-12-24,epic,outfit,*Kane*,1500
2021-12-24,uncommon,glider,*Gingersled*,500
2021-12-24,epic,outfit,*Sugarplum*,1500
2021-12-24,uncommon,pickaxe,*You Shouldn't Have!*,500
2021-12-24,uncommon,outfit,*Jolly Jammer*,800
2021-12-24,uncommon,pickaxe,*Holiday Hook*,500
2021-12-24,uncommon,outfit,*Red-nosed Ranger*,800
2021-12-24,rare,outfit,*Cutiepie*,1200
2021-12-24,uncommon,outfit,*Cozy Jonesy*,800
2021-12-24,epic,bundle,*Gingerbread (Bundle)*,2400
2021-12-24,legendary,bundle,*Nutcracker (Bundle)*,2800
2018-10-20,epic,outfit,*Sanctum*,1500
2018-10-20,epic,pickaxe,*Moonrise*,1200
2018-10-20,epic,outfit,*Jack Gourdon*,1500
2018-10-20,rare,emote,*Pumpernickel*,500
2018-10-20,rare,outfit,*Sushi Master*,1200
2018-10-20,rare,pickaxe,*Filet Axe*,800
2018-10-20,uncommon,emote,*Battle Call*,200
2018-10-20,uncommon,glider,*Jolly Roger*,500
2020-09-06,legendary,outfit,*Zero*,2000
2020-09-06,marvel,pickaxe,*Hulk Smashers*,1200
2020-09-06,rare,outfit,*Hush*,1200
2020-09-06,rare,wrap,*Zero Point*,500
2020-09-06,uncommon,pickaxe,*Silent Strike*,500
2020-09-06,uncommon,wrap,*Weathered Black*,300
2020-09-06,icon_series,emote,*Say So*,500
2020-09-06,epic,outfit,*Rapscallion*,1500
2020-09-06,rare,emote,*No Sweat*,500
2020-09-06,rare,outfit,*Maven*,1200
2020-09-06,uncommon,emote,*Breaking Point*,200
2020-09-06,uncommon,pickaxe,*Ice Breaker*,500
2022-02-11,icon_series,emote,*Freedom Wheels*,500
2022-02-11,icon_series,pickaxe,*Boom Bap*,500
2022-02-11,icon_series,emote,*Leave The Door Open*,500
2022-02-11,icon_series,music,*Somebody This Fly*,200
2022-02-11,icon_series,outfit,*Bruno Mars*,1800
2022-02-11,icon_series,outfit,*Anderson .Paak*,1500
2022-02-11,icon_series,bundle,*Silk Sonic (Bundle)*,2700
2022-02-11,rare,pickaxe,*Prismablade*,800
2022-02-11,icon_series,emote,*Shake & Split*,300
2022-02-11,rare,outfit,*Celeste*,1200
2022-02-11,icon_series,emote,*Shake & Slash*,300
2022-02-11,uncommon,outfit,*Mel*,800
2022-02-11,rare,outfit,*Bushranger*,1200
2022-02-11,rare,pickaxe,*Honey Hitters*,800
2022-02-11,epic,pickaxe,*Death Valley*,1500
2022-02-11,uncommon,emote,*Bring It*,200
2022-02-11,rare,pickaxe,*Forebearer*,800
2022-02-11,rare,outfit,*Scarlet Serpent*,1200
2022-02-11,epic,outfit,*Slumber*,1500
2022-02-11,rare,emote,*Disc Spinner*,500
2022-02-11,uncommon,pickaxe,*First Downer*,500
2022-02-11,uncommon,pickaxe,*Golden Pigskin*,500
2022-02-11,rare,pickaxe,*Upright Axe*,800
2022-02-11,epic,outfit,*TD Titan*,1500
2022-02-11,epic,outfit,*Red Zone Renegade*,1500
2022-02-11,epic,outfit,*Formation Fighter*,1500
2022-02-11,epic,outfit,*Trench Runner*,1500
2022-02-11,epic,outfit,*Scrimmage Scrapper*,1500
2022-02-11,epic,outfit,*Blitz Brigade*,1500
2022-02-11,epic,outfit,*Crossbar Crusher*,1500
2022-02-11,rare,emote,*Spike It*,500
2022-02-11,uncommon,emote,*Time Out*,200
2022-02-11,uncommon,emote,*It's good!*,200
2022-02-11,epic,outfit,*Pass Rush Ranger*,1500
2022-02-11,uncommon,glider,*Touchdown*,500
2022-02-11,rare,backpack,*Logo-a-go-go*,400
2022-02-11,epic,outfit,*Snap Squad*,1500
2022-02-11,uncommon,emote,*Penalty*,300
2022-02-11,epic,outfit,*Punt Paragon*,1500
2022-02-11,uncommon,emote,*Denied*,200
2022-02-11,uncommon,outfit,*Striped Soldier*,800
2022-02-11,uncommon,outfit,*Offense Overseer*,800
2022-02-11,uncommon,outfit,*Fair Play*,800
2022-02-11,uncommon,outfit,*End Zone Expert*,800
2022-02-11,uncommon,outfit,*Whistle Warrior*,800
2022-02-11,uncommon,outfit,*Replay Ranger*,800
2022-02-11,uncommon,outfit,*Offside Officer*,800
2022-02-11,uncommon,outfit,*Time-Out*,800
2022-02-11,uncommon,outfit,*Elite Linesman*,800
2022-02-11,uncommon,outfit,*Huddle Hero*,800
2022-02-11,star_wars,pickaxe,*Gaffi Stick*,800
2022-02-11,star_wars,glider,*Boba Fett's Starship*,1200
2022-02-11,star_wars,bundle,*Boba Fett (Bundle)*,2300
2022-02-11,star_wars,emote,*This Is The Way*,200
2022-02-11,star_wars,outfit,*Imperial Stormtrooper*,1500
2022-02-11,star_wars,emote,*Dark Side*,200
2022-02-11,star_wars,outfit,*Fennec Shand*,1500
2022-02-11,star_wars,glider,*Y-Wing*,1200
2022-02-11,star_wars,outfit,*Boba Fett*,1500
2022-02-11,star_wars,outfit,*Krrsantan*,1500
2022-02-11,star_wars,glider,*Fennec's Ship*,800
2022-02-11,star_wars,bundle,*Bounty Hunter (Bundle)*,2200
2022-02-11,rare,pickaxe,*Heart Beater*,800
2022-02-11,uncommon,wrap,*Hearts & Bullets*,300
2022-02-11,uncommon,emote,*True Love*,200
2022-02-11,rare,outfit,*Heartbreaker*,1200
2022-02-11,legendary,outfit,*Love Ranger*,2000
2022-02-11,rare,outfit,*Lovely*,1200
2022-02-11,rare,outfit,*Pinkie*,1200
2022-02-11,uncommon,glider,*Petunia*,500
2022-02-11,rare,music,*Hooked On You*,200
2022-02-11,rare,pickaxe,*Heavy Heart*,800
2022-02-11,uncommon,emote,*Bloomin' Bouquet*,200
2022-02-11,rare,bundle,*Tess (Bundle)*,1800
2022-02-11,rare,pickaxe,*Tat Axe*,800
2022-02-11,uncommon,pickaxe,*Tricksy Axe*,500
2022-02-11,epic,outfit,*Lovethorn*,1500
2022-02-11,rare,outfit,*Queen of Hearts*,1200
2022-02-11,uncommon,wrap,*Regal Heart*,300
2022-02-11,rare,wrap,*Hearty*,500
2022-02-11,rare,outfit,*Cuddle King*,1200
2022-02-11,uncommon,wrap,*Roses Are Red*,300
2022-02-11,rare,outfit,*Tess*,1200
2022-02-11,epic,outfit,*Candyman*,1500
2022-02-11,rare,emote,*Kiss Kiss*,500
2022-02-11,uncommon,outfit,*Crusher*,800
2022-02-11,uncommon,wrap,*Sweety Skull*,300
2022-02-11,epic,emote,*True Heart*,800
2022-02-11,epic,emote,*Daydream*,800
2022-02-11,rare,outfit,*Skully*,1200
2022-02-11,uncommon,pickaxe,*Chocollama*,500
2022-02-11,rare,glider,*Spikey Jet*,800
2019-07-21,epic,outfit,*Copper Wasp*,1500
2019-07-21,epic,outfit,*Mecha Team Leader*,1600
2019-07-21,rare,emote,*No Sweat*,500
2019-07-21,rare,outfit,*Tsuki*,1200
2019-07-21,rare,pickaxe,*Combo Cleavers*,800
2019-07-21,rare,wrap,*Mecha Team*,500
2019-07-21,epic,emote,*Daydream*,800
2019-07-21,epic,emote,*True Heart*,800
2019-07-21,epic,outfit,*Rapscallion*,1500
2019-07-21,rare,emote,*Dream Feet*,500
2019-07-21,uncommon,outfit,*Whiplash*,800
2019-07-21,uncommon,wrap,*Stinger*,300
2022-12-11,rare,glider,*Safecracker*,800
2022-12-11,rare,wrap,*Angled Fire*,500
2022-12-11,legendary,outfit,*Deadfire*,2000
2022-12-11,rare,glider,*Cozy Coaster*,800
2022-12-11,uncommon,pickaxe,*You Shouldn't Have!*,500
2022-12-11,legendary,outfit,*Oppressor*,2000
2022-12-11,rare,pickaxe,*Plasmatic Edge*,800
2022-12-11,legendary,outfit,*Wild Card*,2000
2022-12-11,uncommon,outfit,*Crimson Elite*,800
2022-12-11,uncommon,outfit,*Yuletide Ranger*,800
2022-12-11,uncommon,outfit,*Nog Ops*,800
2022-12-11,epic,pickaxe,*Dark Shard*,1200
2022-12-11,uncommon,outfit,*Scarlet Commander*,800
2022-12-11,uncommon,wrap,*Diamonds*,600
2022-12-11,uncommon,pickaxe,*Double Gold*,500
2022-12-11,uncommon,emote,*Take 14*,200
2022-12-11,rare,glider,*Prismatic*,800
2022-12-11,epic,outfit,*Cloaked Shadow*,1500
2022-12-11,legendary,outfit,*Sky Stalker*,2000
2022-12-11,uncommon,wrap,*Lost Riches*,300
2022-12-11,marvel,emote,*HULK SMASH!*,300
2022-12-11,marvel,outfit,*Hulk*,1500
2022-12-11,marvel,pickaxe,*Demolisher*,800
2022-12-11,rare,pickaxe,*Techno-grip Axe*,800
2022-12-11,epic,outfit,*Sarah Connor*,1800
2022-12-11,epic,outfit,*T-800*,1500
2022-12-11,epic,bundle,*Future War (Bundle)*,2800
2022-12-11,epic,emote,*Cyberdyne Salute*,300
2022-12-11,marvel,outfit,*MJ (No Way Home)*,1500
2022-12-11,marvel,outfit,*Spider-Man (No Way Home)*,1500
2022-12-11,marvel,bundle,*No Way Home (Bundle)*,2300
2022-12-11,marvel,pickaxe,*No Way Homerun Hitter*,800
2022-12-11,gaming_legends,outfit,*Marcus Fenix*,1500
2022-12-11,gaming_legends,emote,*Knife Tricks*,300
2022-12-11,gaming_legends,bundle,*Emergence Gear (Bundle)*,1600
2022-12-11,gaming_legends,pickaxe,*Thumper*,500
2022-12-11,gaming_legends,glider,*Skiff*,800
2022-12-11,gaming_legends,pickaxe,*Breaker Mace*,800
2022-12-11,gaming_legends,pickaxe,*Butcher Cleaver*,500
2022-12-11,gaming_legends,outfit,*Kait Diaz*,1500
2022-12-11,gaming_legends,bundle,*Kait & Marcus (Bundle)*,2000
2022-12-11,uncommon,wrap,*Cozy Holidays*,300
2022-12-11,epic,outfit,*Globe Shaker*,1500
2022-12-11,uncommon,glider,*Gingersled*,500
2022-12-11,epic,outfit,*Ginger Gunner*,1500
2022-12-11,uncommon,outfit,*Cozy Commander*,800
2022-12-11,uncommon,glider,*Swirly Soarer*,500
2022-12-11,rare,outfit,*Blinky*,1200
2022-12-11,uncommon,backpack,*Yule Breakers*,200
2022-12-11,uncommon,outfit,*Red-nosed Ranger*,800
2022-12-11,uncommon,outfit,*Jolly Jammer*,800
2022-12-11,rare,outfit,*Cutiepie*,1200
2022-12-11,uncommon,outfit,*Holly Jammer*,800
2022-12-11,rare,outfit,*Red-Nosed Raider*,1200
2022-12-11,uncommon,pickaxe,*Cookie Cutter*,500
2022-12-11,rare,outfit,*Dolph*,1200
2022-12-11,uncommon,outfit,*Tinseltoes*,800
2022-12-11,epic,outfit,*Merry Marauder*,1500
2022-12-11,epic,bundle,*Gingerbread (Bundle)*,2400
2022-12-11,rare,pickaxe,*Gingersledge*,800
2022-12-11,uncommon,wrap,*Merry Stripe*,300
2022-12-11,uncommon,glider,*Winter's Wish*,500
2022-12-11,rare,pickaxe,*Polar Poleaxe*,800
2022-12-11,uncommon,outfit,*PJ Patroller*,800
2022-12-11,rare,outfit,*Gingerbread Raider*,1200
2022-12-11,rare,pickaxe,*Pummel Moose*,800
2022-12-11,rare,pickaxe,*Blinky Basher*,800
2022-12-11,rare,glider,*Glorzo Fighter Ship*,800
2022-12-11,rare,wrap,*Look at Me!*,500
2022-12-11,rare,pickaxe,*Gutsy Grabber*,800
2022-12-11,rare,emote,*Get Schwifty*,500
2022-12-11,rare,pickaxe,*Summoned Katana*,800
2022-12-11,epic,outfit,*Mr. Meeseeks*,1500
2022-12-11,epic,outfit,*Queen Summer*,1500
2022-12-11,rare,pickaxe,*Space Snake*,800
2022-12-11,epic,bundle,*Mecha Morty (Bundle)*,2200
2022-12-11,epic,outfit,*Mecha Morty*,1500
2022-12-11,rare,glider,*Meeseeks Manifest*,800
2022-12-11,epic,backpack,*Pickle Rick*,500
2022-12-11,epic,bundle,*Queen Summer (Bundle)*,2100
2022-12-11,epic,bundle,*Mr. Meeseeks (Bundle)*,2100
2020-05-25,legendary,outfit,*Arachne*,2000
2020-05-25,legendary,outfit,*Spider Knight*,2000
2020-05-25,epic,glider,*Hatchling*,1200
2020-05-25,rare,outfit,*Mystify*,1200
2020-05-25,rare,pickaxe,*Web Breaker*,800
2020-05-25,uncommon,outfit,*Crimson Elite*,800
2020-05-25,uncommon,outfit,*Scarlet Commander*,800
2020-05-25,epic,outfit,*Elmira*,1500
2020-05-25,rare,emote,*Advanced Math*,500
2020-05-25,rare,emote,*Wiggle*,500
2020-05-25,rare,glider,*Custom Flier*,800
2020-05-25,uncommon,emote,*Shadow Spar*,200
